
,?URL,ID,Lng,Lat,CommunityID,TradeTime,DOM,Followers,Total price,Price,Square,Bed Room,Living room,Kitchen,Bathroom,楼,Building Type,Construction time,renovation condition,building structure,Ladder ratio(梯户比),Elevator,Property rights for five years（房屋满五年）,Subway,District,Community average,Unnamed: 26,Unnamed: 27,Unnamed: 28
25,https://bj.lianjia.com/chengjiao/101088389994.html,101088000000.0,116.47551499999999,40.008231,1111027381349,2016/6/29,622.0,83,213.0,36417,58.49,1,0,1,0,中 30,板塔结合,2004,简装,钢混,0.429,1.0,0.0,1.0,朝阳,50916.0,,,
26,https://bj.lianjia.com/chengjiao/101088499424.html,101088000000.0,116.37301399999998,39.859478,1111027374270,2016/6/27,598.0,119,160.0,30189,53.0,1,1,1,1,高 18,塔楼,1998,简装,钢混,0.25,1.0,1.0,1.0,丰台,59797.0,,,
27,https://bj.lianjia.com/chengjiao/101088532737.html,101089000000.0,116.284755,39.93453,1111027376911,2016/10/30,715.0,13,210.0,40385,52.0,1,0,1,1,中 19,塔楼,2009,简装,钢混,0.111,1.0,0.0,1.0,海淀,70141.0,,,
28,https://bj.lianjia.com/chengjiao/101088567700.html,101089000000.0,116.45072900000001,39.977923,1111043364345,2016/8/15,630.0,37,1750.0,85366,205.0,3,2,1,2,中 27,板楼,2010,毛坯,钢混,0.667,1.0,0.0,1.0,朝阳,109848.0,,,
29,https://bj.lianjia.com/chengjiao/101088639199.html,101089000000.0,116.369475,40.069842,1111027374195,2016/7/12,580.0,85,630.0,39378,159.99,3,2,1,2,中 5,板楼,2004,精装,混合,0.5,0.0,1.0,0.0,海淀,67509.0,,,
30,https://bj.lianjia.com/chengjiao/101088684632.html,101089000000.0,116.480923,39.900942,1111027379643,2016/9/20,640.0,31,845.0,33988,248.62,2,2,1,2,中 14,板楼,2004,精装,钢混,1.0,1.0,0.0,1.0,朝阳,79235.0,,,
31,https://bj.lianjia.com/chengjiao/101088693311.html,101089000000.0,116.43414399999999,39.892210999999996,1111027374239,2016/8/8,594.0,78,723.0,65407,110.54,3,1,1,1,高 6,板楼,1996,精装,混合,0.33299999999999996,0.0,1.0,1.0,东城,85681.0,,,
32,https://bj.lianjia.com/chengjiao/101088710736.html,101089000000.0,116.376709,39.867222,1111027376484,2016/6/19,540.0,57,240.0,42165,56.92,2,1,1,1,低 18,塔楼,1996,简装,钢混,0.25,1.0,0.0,1.0,丰台,58741.0,,,
33,https://bj.lianjia.com/chengjiao/101088760253.html,101089000000.0,116.48529599999999,39.991732,1111027377325,2016/9/27,628.0,268,590.0,51687,114.15,2,2,1,1,底 28,塔楼,2001,其他,钢混,0.375,1.0,0.0,1.0,朝阳,53538.0,,,
34,https://bj.lianjia.com/chengjiao/101088790489.html,101089000000.0,116.416572,40.063190999999996,1111027375135,2016/9/8,603.0,19,354.5,50672,69.96,3,1,1,2,中 11,板塔结合,2010,其他,钢混,0.2,1.0,0.0,1.0,昌平,45854.0,,,
35,https://bj.lianjia.com/chengjiao/101088807471.html,101089000000.0,116.257104,39.873962,1111027380345,2016/9/28,621.0,138,210.0,44436,47.26,1,1,1,1,低 9,板塔结合,2011,简装,钢混,0.098,1.0,0.0,1.0,丰台,70205.0,,,
36,https://bj.lianjia.com/chengjiao/101088814261.html,101089000000.0,116.513848,39.875068,1111027377000,2016/7/6,535.0,115,218.0,29416,74.11,2,1,1,1,顶 7,板楼,1993,简装,砖混,0.25,0.0,1.0,1.0,朝阳,45332.0,,,
37,https://bj.lianjia.com/chengjiao/101088853537.html,101089000000.0,116.257104,39.873962,1111027380345,2016/8/21,573.0,62,140.0,25455,55.0,1,0,1,1,低 9,板塔结合,2011,精装,钢混,0.098,1.0,0.0,1.0,丰台,70205.0,,,
38,https://bj.lianjia.com/chengjiao/101088861935.html,101089000000.0,116.56757900000001,40.076173,1111027378340,2016/8/30,580.0,114,340.0,24029,141.5,3,2,1,2,中 12,板塔结合,2004,精装,混合,0.25,1.0,1.0,0.0,顺义,39895.0,,,
39,https://bj.lianjia.com/chengjiao/101088891732.html,101089000000.0,116.493655,39.905367,1111027375357,2016/8/26,569.0,212,540.0,58888,91.7,2,2,1,1,顶 27,塔楼,2006,精装,钢混,0.429,1.0,1.0,1.0,朝阳,65499.0,,,
40,https://bj.lianjia.com/chengjiao/101088892021.html,101089000000.0,116.297022,39.788637,1111027376394,2016/6/25,507.0,52,110.0,27195,40.45,1,1,1,1,顶 7,板楼,2002,简装,混合,0.5,0.0,1.0,0.0,大兴,44170.0,,,
41,https://bj.lianjia.com/chengjiao/101088892742.html,101089000000.0,116.23236499999999,40.235529,1111027380837,2016/8/3,546.0,6,170.0,22078,77.0,2,1,1,1,低 6,板楼,未知,其他,混合,0.33299999999999996,0.0,1.0,0.0,昌平,35347.0,,,
42,https://bj.lianjia.com/chengjiao/101088952846.html,101089000000.0,116.4388,40.054941,1111027375158,2016/7/28,516.0,76,340.0,64151,53.0,1,1,1,1,中 17,板塔结合,2011,精装,钢混,0.174,1.0,0.0,1.0,朝阳,77695.0,,,
43,https://bj.lianjia.com/chengjiao/101088955000.html,101089000000.0,116.190634,39.768886,1111054088145,2016/8/5,524.0,77,245.0,30625,80.0,2,1,1,1,低 9,板楼,2012,精装,钢混,0.5,1.0,0.0,1.0,房山,44647.0,,,
44,https://bj.lianjia.com/chengjiao/101088957270.html,101089000000.0,116.330345,39.984336,1111027373798,2016/8/14,533.0,114,610.0,103566,58.9,2,1,1,1,中 6,板楼,1989,精装,混合,0.33299999999999996,0.0,0.0,1.0,海淀,114107.0,,,
45,https://bj.lianjia.com/chengjiao/101088978810.html,101089000000.0,116.25421200000001,40.216336,1111027377222,2016/7/22,507.0,27,224.5,19026,118.0,2,2,1,2,顶 6,板楼,1998,简装,混合,0.5,0.0,1.0,0.0,昌平,38062.0,,,
46,https://bj.lianjia.com/chengjiao/101089021124.html,101089000000.0,116.60292,39.909042,1111041802183,2016/8/30,540.0,94,435.0,49505,87.87,2,1,1,1,低 18,板塔结合,2011,其他,钢混,0.667,1.0,0.0,0.0,朝阳,54019.0,,,
47,https://bj.lianjia.com/chengjiao/101089027493.html,101089000000.0,116.324898,39.891441,1111027379964,2016/9/5,544.0,47,410.0,53178,77.1,3,1,1,1,中 24,塔楼,1991,简装,钢混,0.25,1.0,1.0,1.0,丰台,62231.0,,,
48,https://bj.lianjia.com/chengjiao/101089054456.html,101089000000.0,116.232119,40.223852,1111027377917,2016/9/4,539.0,41,240.0,28784,83.38,1,1,1,1,中 15,塔楼,2009,简装,钢混,0.14300000000000002,1.0,0.0,1.0,昌平,41887.0,,,
49,https://bj.lianjia.com/chengjiao/101089054589.html,101089000000.0,116.683117,40.127185,1111027381881,2016/8/26,530.0,61,470.0,32879,142.95,3,2,1,2,底 5,板楼,2004,精装,混合,0.5,1.0,1.0,0.0,顺义,37937.0,,,
50,https://bj.lianjia.com/chengjiao/101089103671.html,101089000000.0,116.45831000000001,39.923421999999995,1111027379317,2016/8/24,520.0,67,355.0,57677,61.55,1,0,1,1,中 29,塔楼,2008,精装,钢混,0.231,1.0,1.0,1.0,朝阳,75090.0,,,
51,https://bj.lianjia.com/chengjiao/101089110617.html,101089000000.0,116.42247900000001,40.06389,1111027375783,2016/7/31,494.0,59,190.0,31240,60.82,1,1,1,1,顶 19,塔楼,2004,简装,钢混,0.15,1.0,1.0,1.0,昌平,43211.0,,,
52,https://bj.lianjia.com/chengjiao/101089111776.html,101089000000.0,116.25421200000001,40.216336,1111027377222,2016/8/31,526.0,41,321.0,20523,156.41,3,1,1,2,顶 5,板楼,2001,精装,钢混,0.25,0.0,0.0,0.0,昌平,38062.0,,,
53,https://bj.lianjia.com/chengjiao/101089111787.html,101089000000.0,116.318694,40.087485,1111027375875,2016/7/4,467.0,65,350.0,27853,125.66,3,1,1,2,中 9,板楼,2008,简装,钢混,0.5,1.0,1.0,0.0,昌平,36774.0,,,
54,https://bj.lianjia.com/chengjiao/101089141634.html,101089000000.0,116.164506,39.731851,1111027382276,2016/8/12,503.0,64,198.0,20625,96.0,3,1,1,1,高 6,板楼,2004,简装,混合,0.5,0.0,1.0,1.0,房山,32095.0,,,
55,https://bj.lianjia.com/chengjiao/101089143804.html,101089000000.0,116.66592299999999,40.186753,1111027381403,2016/8/31,523.0,51,500.0,44147,113.26,3,2,1,2,底 11,板楼,2012,精装,钢混,0.33299999999999996,1.0,0.0,0.0,顺义,43947.0,,,
56,https://bj.lianjia.com/chengjiao/101089159752.html,101089000000.0,116.314388,39.972347,1111027382572,2016/8/19,508.0,18,655.0,43149,151.8,2,1,1,1,低 22,塔楼,1998,简装,钢混,0.28600000000000003,1.0,1.0,1.0,海淀,75591.0,,,
57,https://bj.lianjia.com/chengjiao/101089172903.html,101089000000.0,116.37853700000001,39.879671,1111027378981,2016/12/9,618.0,79,1135.0,61968,183.16,4,1,1,2,顶 18,板塔结合,2003,其他,钢混,0.28600000000000003,1.0,0.0,1.0,西城,93400.0,,,
58,https://bj.lianjia.com/chengjiao/101089178771.html,101089000000.0,116.284755,39.93453,1111027376911,2017/3/22,721.0,117,280.0,67470,41.5,1,0,1,1,顶 19,塔楼,2009,精装,钢混,0.111,1.0,0.0,1.0,海淀,70141.0,,,
59,https://bj.lianjia.com/chengjiao/101089182209.html,101089000000.0,116.413046,40.056407,1111027376788,2016/7/15,470.0,110,346.0,34992,98.88,4,1,1,2,顶 5,板楼,1998,简装,砖混,0.5,0.0,1.0,0.0,昌平,47772.0,,,
60,https://bj.lianjia.com/chengjiao/101089194921.html,101089000000.0,116.559275,40.113935,1111027379645,2017/1/22,659.0,81,530.0,26100,203.07,6,2,1,2,高 6,板楼,1998,精装,钢混,0.5,0.0,1.0,0.0,顺义,42336.0,,,
61,https://bj.lianjia.com/chengjiao/101089200824.html,101089000000.0,116.474383,39.902184000000005,1111027375650,2016/6/29,451.0,43,406.0,63577,63.86,1,1,1,1,低 16,板塔结合,2007,精装,钢混,0.25,1.0,0.0,1.0,朝阳,91192.0,,,
62,https://bj.lianjia.com/chengjiao/101089201040.html,101089000000.0,116.384103,39.972885,1111027378248,2016/8/15,498.0,213,642.0,89665,71.6,2,1,1,1,高 13,板塔结合,1993,其他,混合,0.222,1.0,0.0,0.0,西城,129541.0,,,
63,https://bj.lianjia.com/chengjiao/101089205931.html,101089000000.0,116.497474,39.810115,1111027377957,2016/7/7,459.0,266,165.0,29741,55.48,1,1,1,1,高 24,塔楼,2009,精装,钢混,0.25,1.0,0.0,1.0,亦庄开发区,54282.0,,,
64,https://bj.lianjia.com/chengjiao/101089228515.html,101089000000.0,116.403304,39.891690999999994,1111027379974,2016/8/31,511.0,176,400.0,66879,59.81,1,1,1,1,高 9,板塔结合,2002,精装,钢混,0.16699999999999998,1.0,1.0,1.0,西城,73910.0,,,
65,https://bj.lianjia.com/chengjiao/101089261829.html,101089000000.0,116.386555,40.0865,1111027382546,2016/7/28,474.0,83,200.0,41667,48.0,1,0,1,1,高 9,板楼,2009,精装,钢混,0.33299999999999996,1.0,1.0,0.0,昌平,47574.0,,,
66,https://bj.lianjia.com/chengjiao/101089263686.html,101089000000.0,116.364028,39.870465,1111027381871,2016/6/27,442.0,93,200.0,48310,41.4,1,1,1,1,低 6,板楼,1990,简装,混合,0.33299999999999996,0.0,0.0,0.0,丰台,62103.0,,,
67,https://bj.lianjia.com/chengjiao/101089274066.html,101089000000.0,116.461949,40.003018,1111027381856,2016/6/24,438.0,64,845.0,43772,193.05,4,2,1,3,高 17,板塔结合,2003,精装,钢混,0.5,1.0,1.0,1.0,朝阳,60653.0,,,
68,https://bj.lianjia.com/chengjiao/101089277356.html,101089000000.0,116.483319,39.915337,1111027374586,2016/7/23,466.0,82,300.0,43809,68.48,3,1,1,1,中 14,塔楼,1994,精装,钢混,0.14300000000000002,1.0,1.0,1.0,朝阳,76001.0,,,
69,https://bj.lianjia.com/chengjiao/101089285872.html,101089000000.0,116.51608700000001,39.923147,1111027380011,2016/7/27,469.0,35,225.0,40910,55.0,1,0,1,1,高 9,塔楼,2005,精装,钢混,0.25,1.0,1.0,0.0,朝阳,60134.0,,,
70,https://bj.lianjia.com/chengjiao/101089299536.html,101089000000.0,116.555729,40.162058,1111027379605,2016/8/10,481.0,18,395.0,44887,88.0,3,4,1,3,底 6,板楼,2009,简装,砖混,0.5,0.0,0.0,0.0,顺义,44235.0,,,
71,https://bj.lianjia.com/chengjiao/101089301967.html,101089000000.0,116.444356,39.932936,1111027377769,2016/12/29,622.0,110,392.5,83582,46.96,1,0,1,1,中 17,塔楼,2003,精装,钢混,0.4,1.0,0.0,1.0,朝阳,83273.0,,,
72,https://bj.lianjia.com/chengjiao/101089305679.html,101089000000.0,116.517555,39.872965,1111027374372,2016/7/17,456.0,80,200.0,33406,59.87,2,1,1,1,顶 6,板楼,1984,精装,混合,0.33299999999999996,0.0,1.0,0.0,朝阳,46571.0,,,
73,https://bj.lianjia.com/chengjiao/101089310257.html,101089000000.0,116.47216499999999,39.903144,1111041163563,2016/8/13,482.0,195,300.0,50092,59.89,2,1,1,1,底 6,板楼,1992,精装,混合,0.33299999999999996,0.0,0.0,1.0,朝阳,60994.0,,,
74,https://bj.lianjia.com/chengjiao/101089311219.html,101089000000.0,116.471754,40.02946,1111027376127,2016/9/12,513.0,93,510.0,75333,67.7,1,2,1,1,中 28,塔楼,2009,简装,钢混,0.33299999999999996,1.0,1.0,1.0,朝阳,76292.0,,,
75,https://bj.lianjia.com/chengjiao/101089313287.html,101089000000.0,116.249496,40.221790999999996,1111027378945,2016/8/8,477.0,70,102.0,24286,42.0,1,1,1,1,顶 6,板楼,1989,简装,混合,0.33299999999999996,0.0,1.0,1.0,昌平,37612.0,,,
76,https://bj.lianjia.com/chengjiao/101089314023.html,101089000000.0,116.309431,39.842690999999995,1111027381704,2016/7/6,444.0,30,288.0,41728,69.02,1,1,1,1,低 26,塔楼,2006,简装,钢混,0.3,1.0,0.0,1.0,丰台,58879.0,,,
77,https://bj.lianjia.com/chengjiao/101089317588.html,101089000000.0,116.330357,39.692063,1111041787770,2016/9/7,506.0,48,468.0,22076,212.0,4,2,1,1,底 15,板楼,2014,毛坯,钢混,0.5,1.0,0.0,1.0,大兴,43597.0,,,
78,https://bj.lianjia.com/chengjiao/101089326506.html,101089000000.0,116.43163999999999,39.904426,1111027374689,2016/7/30,466.0,88,450.0,59761,75.3,2,1,1,1,高 16,板塔结合,2006,毛坯,钢混,0.25,1.0,0.0,1.0,东城,86302.0,,,
79,https://bj.lianjia.com/chengjiao/101089340814.html,101089000000.0,116.40071699999999,40.088094,1111046342655,2016/8/8,472.0,12,873.0,35289,247.39,4,2,1,3,底 2,,2000,精装,砖混,1.0,0.0,0.0,0.0,昌平,45306.0,,,
80,https://bj.lianjia.com/chengjiao/101089346705.html,101089000000.0,116.4388,40.054941,1111027375158,2016/7/21,454.0,61,475.0,70381,67.49,2,1,1,2,中 17,板塔结合,2012,精装,钢混,0.174,1.0,0.0,1.0,朝阳,77695.0,,,
81,https://bj.lianjia.com/chengjiao/101089355491.html,101089000000.0,116.457699,39.944441,1111041750759,2016/6/20,421.0,65,240.0,40000,60.0,1,0,1,1,中 5,板塔结合,2010,精装,钢混,0.128,1.0,0.0,1.0,朝阳,79727.0,,,
82,https://bj.lianjia.com/chengjiao/101089360053.html,101089000000.0,116.249496,40.221790999999996,1111027378945,2016/7/26,457.0,4,360.0,24507,146.9,3,2,1,2,低 7,板楼,未知,精装,混合,0.5,0.0,1.0,0.0,昌平,37612.0,,,
83,https://bj.lianjia.com/chengjiao/101089374928.html,101089000000.0,116.425063,40.044097,1111027378336,2016/12/18,598.0,162,202.0,39608,51.0,1,1,1,1,中 13,板塔结合,2011,简装,钢混,0.182,1.0,1.0,1.0,朝阳,52870.0,,,
84,https://bj.lianjia.com/chengjiao/101089379130.html,101089000000.0,116.33481699999999,39.884391,1111027373881,2016/7/3,430.0,136,240.0,70589,34.0,1,1,1,2,顶 18,板楼,2009,精装,钢混,0.222,1.0,0.0,0.0,西城,53521.0,,,
85,https://bj.lianjia.com/chengjiao/101089385519.html,101089000000.0,116.22946,40.228274,1111027377289,2016/9/21,509.0,33,265.0,30566,86.7,2,1,1,1,高 6,板楼,1996,精装,砖混,0.33299999999999996,0.0,0.0,1.0,昌平,34346.0,,,
86,https://bj.lianjia.com/chengjiao/101089392872.html,101089000000.0,116.509143,39.925387,1111027375038,2016/7/19,443.0,44,355.0,40909,86.78,2,2,1,1,低 33,塔楼,2011,简装,钢混,0.3,1.0,0.0,1.0,朝阳,56336.0,,,
87,https://bj.lianjia.com/chengjiao/101089394353.html,101089000000.0,116.474014,39.913424,1111027377133,2016/10/29,545.0,62,389.0,63771,61.0,2,1,1,1,底 14,板塔结合,1985,简装,钢混,0.125,1.0,0.0,1.0,朝阳,66280.0,,,
88,https://bj.lianjia.com/chengjiao/101089395900.html,101089000000.0,116.606151,40.051276,1111027378571,2017/1/22,629.0,172,300.0,29127,103.0,3,1,1,1,顶 6,板楼,1998,精装,混合,0.5,0.0,1.0,0.0,朝阳,38468.0,,,
89,https://bj.lianjia.com/chengjiao/101089402286.html,101089000000.0,116.399693,39.972072,1111027374642,2016/9/11,495.0,92,509.0,67678,75.21,2,1,1,1,高 16,板楼,1992,精装,钢混,0.158,1.0,1.0,1.0,朝阳,71985.0,,,
90,https://bj.lianjia.com/chengjiao/101089403910.html,101089000000.0,116.56038899999999,40.094933000000005,1111027378136,2016/9/4,487.0,78,340.0,25000,136.0,3,2,1,2,顶 6,板楼,2000,简装,混合,0.5,0.0,1.0,1.0,顺义,45162.0,,,
91,https://bj.lianjia.com/chengjiao/101089414178.html,101089000000.0,116.368804,39.873549,1111027381851,2016/7/13,433.0,39,307.0,51167,60.0,2,1,1,1,中 6,板楼,1989,简装,混合,0.5,0.0,0.0,0.0,丰台,60129.0,,,
92,https://bj.lianjia.com/chengjiao/101089420888.html,101089000000.0,116.15460800000001,39.726495,1111027379063,2016/7/27,446.0,15,199.5,22167,90.0,2,1,1,1,高 15,板楼,2010,毛坯,钢混,0.25,1.0,0.0,0.0,房山,35310.0,,,
93,https://bj.lianjia.com/chengjiao/101089421723.html,101089000000.0,116.67973700000002,40.219508000000005,1111046920919,2016/10/9,519.0,13,798.0,26600,300.0,4,2,1,2,底 4,,2013,其他,钢混,0.5,1.0,0.0,0.0,顺义,27425.0,,,
94,https://bj.lianjia.com/chengjiao/101089423790.html,101089000000.0,116.16608000000001,39.771077000000005,1111027377578,2016/9/30,511.0,264,210.5,32377,65.0,1,1,1,1,顶 11,塔楼,2011,精装,钢混,0.16699999999999998,1.0,0.0,0.0,房山,34373.0,,,
95,https://bj.lianjia.com/chengjiao/101089425490.html,101089000000.0,116.372222,39.880938,1111027382001,2016/9/15,495.0,34,900.0,56250,160.0,5,2,1,2,顶 6,板楼,1999,其他,混合,0.5,0.0,0.0,1.0,西城,93339.0,,,
96,https://bj.lianjia.com/chengjiao/101089426628.html,101089000000.0,116.422211,40.011387,1111027377318,2016/7/24,442.0,16,298.0,35059,85.0,1,1,1,1,低 22,板塔结合,2009,其他,钢混,0.19,1.0,0.0,1.0,朝阳,40470.0,,,
97,https://bj.lianjia.com/chengjiao/101089427161.html,101089000000.0,116.60503500000002,40.051164,1111027378574,2016/9/19,499.0,72,230.0,25843,89.0,3,1,1,1,顶 6,板楼,1992,其他,砖混,0.5,0.0,0.0,0.0,朝阳,39605.0,,,
98,https://bj.lianjia.com/chengjiao/101089429949.html,101089000000.0,116.31783100000001,40.039,1111027379186,2016/9/12,492.0,33,1388.0,53799,258.0,5,2,1,3,顶 6,板楼,1998,精装,混合,0.5,0.0,0.0,0.0,海淀,85111.0,,,
99,https://bj.lianjia.com/chengjiao/101089437193.html,101089000000.0,116.259318,40.217911,1111027376568,2016/7/8,424.0,14,257.0,23364,110.0,2,1,1,1,高 6,板楼,1996,其他,混合,0.5,0.0,0.0,0.0,昌平,36436.0,,,
100,https://bj.lianjia.com/chengjiao/101089443304.html,101089000000.0,116.227892,39.780755,1111027380035,2016/9/26,503.0,19,296.0,27664,107.0,3,1,1,1,高 6,板楼,2003,简装,混合,0.5,0.0,0.0,0.0,房山,31653.0,,,
101,https://bj.lianjia.com/chengjiao/101089448850.html,101089000000.0,116.52387,39.923283000000005,1111027374597,2016/7/16,430.0,3,470.0,32794,143.32,1,0,0,0,中 32,塔楼,未知,简装,钢混,0.5,1.0,1.0,1.0,朝阳,30864.0,,,
102,https://bj.lianjia.com/chengjiao/101089461652.html,101089000000.0,116.23879199999999,39.852889000000005,1111027381738,2016/7/11,423.0,29,208.0,31288,66.48,1,1,1,1,顶 6,板楼,2004,其他,混合,0.5,0.0,1.0,0.0,丰台,43567.0,,,
