ID,Lng,Lat,CommunityID,TradeTime,DOM,Followers,Total price,Price,Square,Bed Room,Living room,Kitchen,Bathroom,楼,Building Type,Construction time,renovation condition,building structure,Ladder ratio(梯户比),Elevator,Property rights for five years（房屋满五年）,Subway,District,Community average
101089000000.0,116.254212,40.216336,1111027377222.0,2016-08-31 00:00:00,526.0,41.0,321.0,20523.0,156.41,3.0,1.0,1.0,2.0,顶 5,板楼,2001,精装,钢混,0.25,0.0,0.0,0.0,昌平,38062.0
101089000000.0,116.318694,40.087485,1111027375875.0,2016-07-04 00:00:00,467.0,65.0,350.0,27853.0,125.66,3.0,1.0,1.0,2.0,中 9,板楼,2008,简装,钢混,0.5,1.0,1.0,0.0,昌平,36774.0
101089000000.0,116.164506,39.731851,1111027382276.0,2016-08-12 00:00:00,503.0,64.0,198.0,20625.0,96.0,3.0,1.0,1.0,1.0,高 6,板楼,2004,简装,混合,0.5,0.0,1.0,1.0,房山,32095.0
101089000000.0,116.665923,40.186753,1111027381403.0,2016-08-31 00:00:00,523.0,51.0,500.0,44147.0,113.26,3.0,2.0,1.0,2.0,底 11,板楼,2012,精装,钢混,0.333,1.0,0.0,0.0,顺义,43947.0
101089000000.0,116.314388,39.972347,1111027382572.0,2016-08-19 00:00:00,508.0,18.0,655.0,43149.0,151.8,2.0,1.0,1.0,1.0,低 22,塔楼,1998,简装,钢混,0.28600000000000003,1.0,1.0,1.0,海淀,75591.0
101089000000.0,116.378537,39.879671,1111027378981.0,2016-12-09 00:00:00,618.0,79.0,1135.0,61968.0,183.16,4.0,1.0,1.0,2.0,顶 18,板塔结合,2003,其他,钢混,0.28600000000000003,1.0,0.0,1.0,西城,93400.0
101089000000.0,116.284755,39.93453,1111027376911.0,2017-03-22 00:00:00,721.0,117.0,280.0,67470.0,41.5,1.0,0.0,1.0,1.0,顶 19,塔楼,2009,精装,钢混,0.111,1.0,0.0,1.0,海淀,70141.0
101089000000.0,116.413046,40.056407,1111027376788.0,2016-07-15 00:00:00,470.0,110.0,346.0,34992.0,98.88,4.0,1.0,1.0,2.0,顶 5,板楼,1998,简装,砖混,0.5,0.0,1.0,0.0,昌平,47772.0
101089000000.0,116.559275,40.113935,1111027379645.0,2017-01-22 00:00:00,659.0,81.0,530.0,26100.0,203.07,6.0,2.0,1.0,2.0,高 6,板楼,1998,精装,钢混,0.5,0.0,1.0,0.0,顺义,42336.0
101089000000.0,116.474383,39.90218400000001,1111027375650.0,2016-06-29 00:00:00,451.0,43.0,406.0,63577.0,63.86,1.0,1.0,1.0,1.0,低 16,板塔结合,2007,精装,钢混,0.25,1.0,0.0,1.0,朝阳,91192.0
101089000000.0,116.384103,39.972885,1111027378248.0,2016-08-15 00:00:00,498.0,213.0,642.0,89665.0,71.6,2.0,1.0,1.0,1.0,高 13,板塔结合,1993,其他,混合,0.222,1.0,0.0,0.0,西城,129541.0
101089000000.0,116.497474,39.810115,1111027377957.0,2016-07-07 00:00:00,459.0,266.0,165.0,29741.0,55.48,1.0,1.0,1.0,1.0,高 24,塔楼,2009,精装,钢混,0.25,1.0,0.0,1.0,亦庄开发区,54282.0
101089000000.0,116.403304,39.891691,1111027379974.0,2016-08-31 00:00:00,511.0,176.0,400.0,66879.0,59.81,1.0,1.0,1.0,1.0,高 9,板塔结合,2002,精装,钢混,0.16699999999999998,1.0,1.0,1.0,西城,73910.0
101089000000.0,116.386555,40.0865,1111027382546.0,2016-07-28 00:00:00,474.0,83.0,200.0,41667.0,48.0,1.0,0.0,1.0,1.0,高 9,板楼,2009,精装,钢混,0.333,1.0,1.0,0.0,昌平,47574.0
101089000000.0,116.364028,39.870465,1111027381871.0,2016-06-27 00:00:00,442.0,93.0,200.0,48310.0,41.4,1.0,1.0,1.0,1.0,低 6,板楼,1990,简装,混合,0.333,0.0,0.0,0.0,丰台,62103.0
101089000000.0,116.461949,40.003018,1111027381856.0,2016-06-24 00:00:00,438.0,64.0,845.0,43772.0,193.05,4.0,2.0,1.0,3.0,高 17,板塔结合,2003,精装,钢混,0.5,1.0,1.0,1.0,朝阳,60653.0
101089000000.0,116.483319,39.915337,1111027374586.0,2016-07-23 00:00:00,466.0,82.0,300.0,43809.0,68.48,3.0,1.0,1.0,1.0,中 14,塔楼,1994,精装,钢混,0.14300000000000002,1.0,1.0,1.0,朝阳,76001.0
101089000000.0,116.516087,39.923147,1111027380011.0,2016-07-27 00:00:00,469.0,35.0,225.0,40910.0,55.0,1.0,0.0,1.0,1.0,高 9,塔楼,2005,精装,钢混,0.25,1.0,1.0,0.0,朝阳,60134.0
101089000000.0,116.555729,40.162058,1111027379605.0,2016-08-10 00:00:00,481.0,18.0,395.0,44887.0,88.0,3.0,4.0,1.0,3.0,底 6,板楼,2009,简装,砖混,0.5,0.0,0.0,0.0,顺义,44235.0
101089000000.0,116.444356,39.932936,1111027377769.0,2016-12-29 00:00:00,622.0,110.0,392.5,83582.0,46.96,1.0,0.0,1.0,1.0,中 17,塔楼,2003,精装,钢混,0.4,1.0,0.0,1.0,朝阳,83273.0
101089000000.0,116.517555,39.872965,1111027374372.0,2016-07-17 00:00:00,456.0,80.0,200.0,33406.0,59.87,2.0,1.0,1.0,1.0,顶 6,板楼,1984,精装,混合,0.333,0.0,1.0,0.0,朝阳,46571.0
101089000000.0,116.472165,39.903144,1111041163563.0,2016-08-13 00:00:00,482.0,195.0,300.0,50092.0,59.89,2.0,1.0,1.0,1.0,底 6,板楼,1992,精装,混合,0.333,0.0,0.0,1.0,朝阳,60994.0
101089000000.0,116.471754,40.02946,1111027376127.0,2016-09-12 00:00:00,513.0,93.0,510.0,75333.0,67.7,1.0,2.0,1.0,1.0,中 28,塔楼,2009,简装,钢混,0.333,1.0,1.0,1.0,朝阳,76292.0
101089000000.0,116.249496,40.221791,1111027378945.0,2016-08-08 00:00:00,477.0,70.0,102.0,24286.0,42.0,1.0,1.0,1.0,1.0,顶 6,板楼,1989,简装,混合,0.333,0.0,1.0,1.0,昌平,37612.0
101089000000.0,116.309431,39.842691,1111027381704.0,2016-07-06 00:00:00,444.0,30.0,288.0,41728.0,69.02,1.0,1.0,1.0,1.0,低 26,塔楼,2006,简装,钢混,0.3,1.0,0.0,1.0,丰台,58879.0
101089000000.0,116.330357,39.692063,1111041787770.0,2016-09-07 00:00:00,506.0,48.0,468.0,22076.0,212.0,4.0,2.0,1.0,1.0,底 15,板楼,2014,毛坯,钢混,0.5,1.0,0.0,1.0,大兴,43597.0
101089000000.0,116.43164,39.904426,1111027374689.0,2016-07-30 00:00:00,466.0,88.0,450.0,59761.0,75.3,2.0,1.0,1.0,1.0,高 16,板塔结合,2006,毛坯,钢混,0.25,1.0,0.0,1.0,东城,86302.0
101089000000.0,116.4388,40.054941,1111027375158.0,2016-07-21 00:00:00,454.0,61.0,475.0,70381.0,67.49,2.0,1.0,1.0,2.0,中 17,板塔结合,2012,精装,钢混,0.174,1.0,0.0,1.0,朝阳,77695.0
101089000000.0,116.457699,39.944441,1111041750759.0,2016-06-20 00:00:00,421.0,65.0,240.0,40000.0,60.0,1.0,0.0,1.0,1.0,中 5,板塔结合,2010,精装,钢混,0.128,1.0,0.0,1.0,朝阳,79727.0
101089000000.0,116.425063,40.044097,1111027378336.0,2016-12-18 00:00:00,598.0,162.0,202.0,39608.0,51.0,1.0,1.0,1.0,1.0,中 13,板塔结合,2011,简装,钢混,0.182,1.0,1.0,1.0,朝阳,52870.0
101089000000.0,116.334817,39.884391,1111027373881.0,2016-07-03 00:00:00,430.0,136.0,240.0,70589.0,34.0,1.0,1.0,1.0,2.0,顶 18,板楼,2009,精装,钢混,0.222,1.0,0.0,0.0,西城,53521.0
101089000000.0,116.22946,40.228274,1111027377289.0,2016-09-21 00:00:00,509.0,33.0,265.0,30566.0,86.7,2.0,1.0,1.0,1.0,高 6,板楼,1996,精装,砖混,0.333,0.0,0.0,1.0,昌平,34346.0
101089000000.0,116.509143,39.925387,1111027375038.0,2016-07-19 00:00:00,443.0,44.0,355.0,40909.0,86.78,2.0,2.0,1.0,1.0,低 33,塔楼,2011,简装,钢混,0.3,1.0,0.0,1.0,朝阳,56336.0
101089000000.0,116.474014,39.913424,1111027377133.0,2016-10-29 00:00:00,545.0,62.0,389.0,63771.0,61.0,2.0,1.0,1.0,1.0,底 14,板塔结合,1985,简装,钢混,0.125,1.0,0.0,1.0,朝阳,66280.0
101089000000.0,116.606151,40.051276,1111027378571.0,2017-01-22 00:00:00,629.0,172.0,300.0,29127.0,103.0,3.0,1.0,1.0,1.0,顶 6,板楼,1998,精装,混合,0.5,0.0,1.0,0.0,朝阳,38468.0
101089000000.0,116.399693,39.972072,1111027374642.0,2016-09-11 00:00:00,495.0,92.0,509.0,67678.0,75.21,2.0,1.0,1.0,1.0,高 16,板楼,1992,精装,钢混,0.158,1.0,1.0,1.0,朝阳,71985.0
101089000000.0,116.560389,40.09493300000001,1111027378136.0,2016-09-04 00:00:00,487.0,78.0,340.0,25000.0,136.0,3.0,2.0,1.0,2.0,顶 6,板楼,2000,简装,混合,0.5,0.0,1.0,1.0,顺义,45162.0
101089000000.0,116.368804,39.873549,1111027381851.0,2016-07-13 00:00:00,433.0,39.0,307.0,51167.0,60.0,2.0,1.0,1.0,1.0,中 6,板楼,1989,简装,混合,0.5,0.0,0.0,0.0,丰台,60129.0
101089000000.0,116.154608,39.726495,1111027379063.0,2016-07-27 00:00:00,446.0,15.0,199.5,22167.0,90.0,2.0,1.0,1.0,1.0,高 15,板楼,2010,毛坯,钢混,0.25,1.0,0.0,0.0,房山,35310.0
101089000000.0,116.16608,39.77107700000001,1111027377578.0,2016-09-30 00:00:00,511.0,264.0,210.5,32377.0,65.0,1.0,1.0,1.0,1.0,顶 11,塔楼,2011,精装,钢混,0.16699999999999998,1.0,0.0,0.0,房山,34373.0
101089000000.0,116.372222,39.880938,1111027382001.0,2016-09-15 00:00:00,495.0,34.0,900.0,56250.0,160.0,5.0,2.0,1.0,2.0,顶 6,板楼,1999,其他,混合,0.5,0.0,0.0,1.0,西城,93339.0
101089000000.0,116.422211,40.011387,1111027377318.0,2016-07-24 00:00:00,442.0,16.0,298.0,35059.0,85.0,1.0,1.0,1.0,1.0,低 22,板塔结合,2009,其他,钢混,0.19,1.0,0.0,1.0,朝阳,40470.0
101089000000.0,116.60503500000002,40.051164,1111027378574.0,2016-09-19 00:00:00,499.0,72.0,230.0,25843.0,89.0,3.0,1.0,1.0,1.0,顶 6,板楼,1992,其他,砖混,0.5,0.0,0.0,0.0,朝阳,39605.0
101089000000.0,116.317831,40.039,1111027379186.0,2016-09-12 00:00:00,492.0,33.0,1388.0,53799.0,258.0,5.0,2.0,1.0,3.0,顶 6,板楼,1998,精装,混合,0.5,0.0,0.0,0.0,海淀,85111.0
101089000000.0,116.259318,40.217911,1111027376568.0,2016-07-08 00:00:00,424.0,14.0,257.0,23364.0,110.0,2.0,1.0,1.0,1.0,高 6,板楼,1996,其他,混合,0.5,0.0,0.0,0.0,昌平,36436.0
101089000000.0,116.227892,39.780755,1111027380035.0,2016-09-26 00:00:00,503.0,19.0,296.0,27664.0,107.0,3.0,1.0,1.0,1.0,高 6,板楼,2003,简装,混合,0.5,0.0,0.0,0.0,房山,31653.0
101089000000.0,116.238792,39.85288900000001,1111027381738.0,2016-07-11 00:00:00,423.0,29.0,208.0,31288.0,66.48,1.0,1.0,1.0,1.0,顶 6,板楼,2004,其他,混合,0.5,0.0,1.0,0.0,丰台,43567.0
101089000000.0,116.47773,40.002156,1111027380317.0,2016-09-07 00:00:00,479.0,61.0,650.0,49243.0,132.0,4.0,1.0,1.0,2.0,低 26,塔楼,1997,精装,钢混,0.25,1.0,1.0,1.0,朝阳,60348.0
101089000000.0,116.508181,39.807662,1111027374693.0,2016-08-27 00:00:00,468.0,96.0,127.0,26805.0,47.38,1.0,1.0,0.0,1.0,顶 16,塔楼,2008,简装,钢混,0.2,1.0,1.0,1.0,亦庄开发区,28609.0
101089000000.0,116.508181,39.807662,1111027374693.0,2016-08-29 00:00:00,470.0,154.0,145.0,27272.0,53.17,1.0,1.0,0.0,0.0,顶 16,塔楼,2008,简装,钢混,0.2,1.0,0.0,1.0,亦庄开发区,28609.0
101089000000.0,116.437251,39.962363,1111027382523.0,2016-06-28 00:00:00,408.0,132.0,270.0,51292.0,52.64,2.0,1.0,1.0,1.0,顶 5,板楼,1979,精装,混合,0.333,0.0,1.0,1.0,朝阳,65898.0
101089000000.0,116.351677,39.980567,1111027378230.0,2016-08-24 00:00:00,463.0,76.0,348.0,58000.0,60.0,1.0,1.0,1.0,1.0,底 18,塔楼,1998,简装,钢混,0.2,1.0,1.0,1.0,海淀,74710.0
101089000000.0,116.364028,39.870465,1111027381871.0,2016-07-11 00:00:00,420.0,130.0,248.0,45091.0,55.0,2.0,1.0,1.0,1.0,顶 6,板楼,1990,精装,混合,0.5,0.0,1.0,0.0,丰台,62103.0
101090000000.0,116.471203,39.876684,1111027375050.0,2016-09-05 00:00:00,471.0,128.0,475.0,34971.0,135.83,3.0,1.0,1.0,2.0,低 22,塔楼,1998,简装,钢混,0.25,1.0,1.0,1.0,朝阳,54180.0
101090000000.0,116.164506,39.731851,1111027382276.0,2016-08-23 00:00:00,457.0,129.0,188.0,21600.0,87.04,2.0,1.0,1.0,1.0,中 6,板楼,2004,简装,混合,0.5,0.0,1.0,1.0,房山,32095.0
101090000000.0,116.268601,39.933567,1111027377818.0,2016-06-26 00:00:00,399.0,63.0,610.0,64956.0,93.91,2.0,2.0,1.0,2.0,中 9,板楼,2003,精装,钢混,0.333,1.0,1.0,0.0,海淀,91180.0
101090000000.0,116.511545,39.904464,1111027378350.0,2016-12-30 00:00:00,581.0,243.0,210.0,42000.0,50.0,1.0,1.0,1.0,1.0,顶 17,塔楼,2010,精装,钢混,0.105,1.0,1.0,1.0,朝阳,59025.0
101090000000.0,116.342088,39.749733,1111027378968.0,2016-06-19 00:00:00,385.0,263.0,220.0,30051.0,73.21,2.0,1.0,1.0,1.0,中 6,板楼,1992,精装,混合,0.5,0.0,1.0,1.0,大兴,41149.0
101090000000.0,116.250662,39.910338,1111027377826.0,2016-07-12 00:00:00,409.0,21.0,283.0,44116.0,64.15,2.0,1.0,1.0,1.0,中 5,板楼,1981,精装,混合,0.333,0.0,1.0,1.0,石景山,56659.0
101090000000.0,116.227892,39.780755,1111027380035.0,2016-08-17 00:00:00,443.0,88.0,210.0,22341.0,94.0,2.0,2.0,1.0,1.0,顶 6,板楼,2005,其他,混合,0.5,0.0,1.0,0.0,房山,31653.0
101090000000.0,116.28592,39.935122,1111027381486.0,2016-07-06 00:00:00,400.0,80.0,580.0,46512.0,124.7,3.0,2.0,1.0,1.0,顶 6,板楼,1998,简装,混合,0.5,0.0,1.0,0.0,海淀,67445.0
101090000000.0,116.451239,39.960643,1111027379003.0,2016-07-26 00:00:00,420.0,51.0,677.0,40759.0,166.1,3.0,1.0,1.0,1.0,低 14,板塔结合,2002,简装,钢混,0.2,1.0,0.0,0.0,朝阳,58862.0
101090000000.0,116.117019,39.93386,1111052073923.0,2016-08-31 00:00:00,455.0,114.0,153.0,24252.0,63.09,2.0,1.0,1.0,1.0,顶 6,板楼,1990,精装,混合,0.333,0.0,1.0,0.0,门头沟,39381.0
101090000000.0,116.456102,39.931183,1111027374717.0,2016-07-07 00:00:00,400.0,24.0,345.0,56651.0,60.9,2.0,1.0,1.0,1.0,底 5,板楼,1976,简装,混合,0.333,0.0,1.0,1.0,朝阳,74171.0
101090000000.0,116.4471,39.879796,1111027382286.0,2016-06-20 00:00:00,383.0,51.0,1120.0,77242.0,145.0,3.0,2.0,1.0,2.0,中 17,板楼,2004,简装,钢混,0.5,1.0,1.0,1.0,东城,75950.0
